DATAFLOW,LAST UPDATE,freq,unit,icha11_hf,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Netherlands,2017,14986.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Netherlands,2018,15801.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Netherlands,2019,17741.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Netherlands,2020,19566.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Netherlands,2021,21069.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Netherlands,2022,22334.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Norway,2016,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Norway,2017,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Norway,2018,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Norway,2019,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Norway,2020,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Norway,2021,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Norway,2022,0.00,p,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Poland,2014,15652.06,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Poland,2015,16459.59,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Poland,2016,16471.87,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Poland,2017,17930.41,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Poland,2018,19241.54,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Poland,2019,21126.93,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Poland,2020,21205.66,p,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Poland,2021,21143.92,p,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Poland,2022,26318.41,p,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Poland,2023,37105.68,p,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Portugal,2014,374.68,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Portugal,2015,388.23,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Portugal,2016,413.42,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Portugal,2017,436.61,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Portugal,2018,459.77,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Portugal,2019,482.13,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Portugal,2020,505.10,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Portugal,2021,540.08,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Portugal,2022,604.26,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Portugal,2023,689.10,p,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Romania,2014,4978.70,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Romania,2015,5111.83,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Romania,2016,5550.77,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Romania,2017,6109.23,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Romania,2018,7242.98,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Romania,2019,8327.21,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Romania,2020,8611.24,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Romania,2021,9396.81,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Romania,2022,9977.04,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Serbia,2021,3324.35,p,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Serbia,2022,3583.22,p,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Sweden,2014,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Sweden,2015,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Sweden,2016,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Sweden,2017,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Sweden,2018,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Sweden,2019,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Sweden,2020,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Sweden,2021,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Sweden,2022,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovenia,2018,2636.51,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovenia,2019,2828.85,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovenia,2020,2841.62,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovenia,2021,3022.25,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovenia,2022,3459.74,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovenia,2023,3835.46,p,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovakia,2016,4401.84,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovakia,2017,4435.09,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovakia,2018,4663.25,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovakia,2019,5055.38,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovakia,2020,5043.54,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovakia,2021,5465.67,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,Slovakia,2022,5906.26,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,United Kingdom,2014,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,United Kingdom,2015,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,United Kingdom,2016,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,United Kingdom,2017,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,United Kingdom,2018,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Social health insurance schemes,United Kingdom,2019,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Austria,2014,15130.67,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Austria,2015,15720.72,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Austria,2016,16306.21,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Austria,2017,16953.54,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Austria,2018,17701.41,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Austria,2019,18587.94,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Austria,2020,18797.92,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Austria,2021,19963.29,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Austria,2022,21241.23,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bosnia and Herzegovina,2014,907.10,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bosnia and Herzegovina,2015,937.85,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bosnia and Herzegovina,2016,970.18,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bosnia and Herzegovina,2017,974.45,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bosnia and Herzegovina,2018,1029.48,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bosnia and Herzegovina,2019,1106.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bosnia and Herzegovina,2020,1140.50,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bosnia and Herzegovina,2021,1215.01,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bosnia and Herzegovina,2022,1336.58,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Belgium,2014,27928.65,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Belgium,2015,25170.17,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Belgium,2016,25049.02,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Belgium,2017,25849.74,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Belgium,2018,26676.98,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Belgium,2019,27791.71,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Belgium,2020,28081.31,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Belgium,2021,30426.69,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Belgium,2022,32281.26,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bulgaria,2014,1610.16,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bulgaria,2015,1556.12,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bulgaria,2016,1640.59,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bulgaria,2017,1828.28,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bulgaria,2018,2005.74,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bulgaria,2019,2188.86,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bulgaria,2020,2383.23,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bulgaria,2021,3009.74,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Bulgaria,2022,3132.75,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Switzerland,2014,25034.89,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Switzerland,2015,29969.49,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Switzerland,2016,30679.75,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Switzerland,2017,30858.52,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Switzerland,2018,29831.72,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Switzerland,2019,32510.08,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Switzerland,2020,34211.11,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Switzerland,2021,35527.44,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Switzerland,2022,39501.25,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Cyprus,2014,7.62,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Cyprus,2015,3.97,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Cyprus,2016,4.14,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Cyprus,2017,3.61,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Cyprus,2018,3.30,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Cyprus,2019,224.74,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Cyprus,2020,760.89,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Cyprus,2021,1319.74,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Cyprus,2022,1357.77,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Czechia,2014,8768.43,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Czechia,2015,9137.62,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Czechia,2016,9651.22,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Czechia,2017,10360.35,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Czechia,2018,11377.90,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Czechia,2019,12364.81,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Czechia,2020,13963.26,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Czechia,2021,16044.90,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Czechia,2022,17367.10,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Czechia,2023,18962.39,p,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Germany,2014,249582.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Germany,2015,261698.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Germany,2016,272302.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Germany,2017,287815.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Germany,2018,299640.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Germany,2019,314971.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Germany,2020,328703.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Germany,2021,348318.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Germany,2022,366306.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Denmark,2014,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Denmark,2015,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Denmark,2016,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Denmark,2017,0.00,,
ESTAT:HLTH_SHA11_HF$DEFAULTVIEW(1.0),26/06/25 23:00:00,Annual,Million euro,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),Denmark,2018,0.00,,
